"","taxon","link_direction","taxa_type","MH","WU","all","GM","PP","RG","NH","W","C","LP","RGyard","LU","NL","CSF","ST"
"623","13SFPARA.Bracon praecox","higher","13SFPARA",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"624","13SFPARA.Crataepus marbis","higher","13SFPARA",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"625","13SFPARA.Eurytoma sp A","higher","13SFPARA",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"626","13SFPARA.Eurytoma sp B","higher","13SFPARA",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"627","13SFPARA.Mesopolobus incultus","higher","13SFPARA",0,0,0,0.153846153846154,0.384615384615385,0,0,0,0,0.153846153846154,0,0.307692307692308,0,0,0
"628","13SFPARA.Pterandrophysalis levantina","higher","13SFPARA",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"629","13SFPARA.Pteromalus albipennis","higher","13SFPARA",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"630","13SFPARA.Pteromalus beryllii","higher","13SFPARA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631","13SFPARA.Pteromalus elevatus","higher","13SFPARA",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"632","13SFPARA.Pteromalus sequester-group","higher","13SFPARA",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"633","13SFPARA.Spintherus dubius","higher","13SFPARA",0,0,0,0.1,0.25,0.45,0,0,0,0,0,0.2,0,0,0
"634","13SFPARA.Triaspis floricola","higher","13SFPARA",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"635","13SFPARA.Trichomalus campestris","higher","13SFPARA",0,0,0,0.285714285714286,0.714285714285714,0,0,0,0,0,0,0,0,0,0
"636","13SFPARA.Trichomalus rufinus","higher","13SFPARA",0,0,0,0.285714285714286,0.714285714285714,0,0,0,0,0,0,0,0,0,0
"637","14FLEA.Amalaraeus penicilliger mustelae","higher","14FLEA",0.411764705882353,0.313725490196078,0,0,0,0,0.156862745098039,0,0,0,0.117647058823529,0,0,0,0
"638","14FLEA.Ctenophthalmus nobilis vulgaris","higher","14FLEA",0.402985074626866,0.208955223880597,0,0.119402985074627,0,0,0.17910447761194,0,0,0,0.0895522388059701,0,0,0,0
"639","14FLEA.Hystrichopsylla talpae talpae","higher","14FLEA",0.520833333333333,0.229166666666667,0,0,0,0,0.25,0,0,0,0,0,0,0,0
"640","14FLEA.Ixodes trianguliceps","higher","14FLEA",0.540540540540541,0.297297297297297,0,0,0,0,0,0,0,0,0.162162162162162,0,0,0,0
"641","14FLEA.Megabothris turbidus","higher","14FLEA",0.372093023255814,0.302325581395349,0,0.186046511627907,0,0,0,0,0,0,0.13953488372093,0,0,0,0
"642","14FLEA.Nosopsyllus fasciatus","higher","14FLEA",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"643","14FLEA.Palaeopsylla minor","higher","14FLEA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"644","14FLEA.Palaeopsylla soricis soricis","higher","14FLEA",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"645","15FVOTHER.Agriotes pallidulus","higher","15FVOTHER",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"646","15FVOTHER.Alysiinae sp","higher","15FVOTHER",0,0,0,0.25,0,0.25,0,0,0,0.5,0,0,0,0,0
"647","15FVOTHER.Anapausis soluta","higher","15FVOTHER",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"648","15FVOTHER.Anaspis maculata","higher","15FVOTHER",0.6,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0
"649","15FVOTHER.Anaspis pulicaria","higher","15FVOTHER",0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
"650","15FVOTHER.Anthocomus fasciatus","higher","15FVOTHER",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"651","15FVOTHER.Anthomyia liturata","higher","15FVOTHER",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"652","15FVOTHER.Anthomyia pluvialis","higher","15FVOTHER",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"653","15FVOTHER.Anthomyza gracilis","higher","15FVOTHER",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"654","15FVOTHER.Anthophila fabriciana","higher","15FVOTHER",0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
"655","15FVOTHER.Aprostocetus sp","higher","15FVOTHER",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"656","15FVOTHER.Asecodes coronis","higher","15FVOTHER",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"657","15FVOTHER.Authonomus rubi","higher","15FVOTHER",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"658","15FVOTHER.Azelia cilipes","higher","15FVOTHER",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"659","15FVOTHER.Azelia zetterstedtii","higher","15FVOTHER",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"660","15FVOTHER.Bellardia pandia","higher","15FVOTHER",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"661","15FVOTHER.Bicellaria vana","higher","15FVOTHER",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"662","15FVOTHER.Bicellaria varia","higher","15FVOTHER",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"663","15FVOTHER.Botanophila fugax","higher","15FVOTHER",0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0
"664","15FVOTHER.Botanophila striolata","higher","15FVOTHER",0.285714285714286,0,0,0,0.142857142857143,0.285714285714286,0.142857142857143,0,0,0.142857142857143,0,0,0,0,0
"665","15FVOTHER.Brachypterus urticae","higher","15FVOTHER",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"666","15FVOTHER.Bracon sp","higher","15FVOTHER",0.5,0,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0
"667","15FVOTHER.Bruchus rufimanus","higher","15FVOTHER",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"668","15FVOTHER.Byturus tomentosus","higher","15FVOTHER",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"669","15FVOTHER.Calliphora vicina","higher","15FVOTHER",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"670","15FVOTHER.Calliphora vomitoria","higher","15FVOTHER",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"671","15FVOTHER.Cantharis decipiens","higher","15FVOTHER",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"672","15FVOTHER.Cantharis lateralis","higher","15FVOTHER",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"673","15FVOTHER.Cantharis nigra","higher","15FVOTHER",0.285714285714286,0,0,0,0.142857142857143,0,0.142857142857143,0,0.428571428571429,0,0,0,0,0,0
"674","15FVOTHER.Cecidomyiidae sp","higher","15FVOTHER",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"675","15FVOTHER.Centrorhynchus obstrictus","higher","15FVOTHER",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"676","15FVOTHER.Cephus pygmaeus","higher","15FVOTHER",0.25,0,0,0,0,0.25,0.25,0,0.25,0,0,0,0,0,0
"677","15FVOTHER.Ceraphron trissacantha","higher","15FVOTHER",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"678","15FVOTHER.Cetema elongata","higher","15FVOTHER",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"679","15FVOTHER.Chloromyia formosa","higher","15FVOTHER",0,0,0,0,0.333333333333333,0,0.333333333333333,0,0,0,0,0,0.333333333333333,0,0
"680","15FVOTHER.Chlorops hypostigma","higher","15FVOTHER",0.6,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0,0
"681","15FVOTHER.Chlorops pumilionis","higher","15FVOTHER",0.333333333333333,0,0,0.333333333333333,0,0,0.333333333333333,0,0,0,0,0,0,0,0
"682","15FVOTHER.Chorebus sp","higher","15FVOTHER",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"683","15FVOTHER.Chorebus sp nov","higher","15FVOTHER",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"684","15FVOTHER.Chromatomyia nigra","higher","15FVOTHER",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"685","15FVOTHER.Chrysopilus asiliformis","higher","15FVOTHER",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"686","15FVOTHER.Chrysotus sp","higher","15FVOTHER",0.166666666666667,0,0,0,0.166666666666667,0.333333333333333,0,0.166666666666667,0.166666666666667,0,0,0,0,0,0
"687","15FVOTHER.Coccinella septempunctata","higher","15FVOTHER",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"688","15FVOTHER.Coenosia tigrina","higher","15FVOTHER",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"689","15FVOTHER.Copromyza similes","higher","15FVOTHER",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"690","15FVOTHER.Crossopalpus sp","higher","15FVOTHER",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"691","15FVOTHER.Dacnusa (maculipes)","higher","15FVOTHER",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"692","15FVOTHER.Delia sp","higher","15FVOTHER",0.117647058823529,0,0,0.0588235294117647,0.117647058823529,0.235294117647059,0.117647058823529,0,0.235294117647059,0.0588235294117647,0,0,0.0588235294117647,0,0
"693","15FVOTHER.Demetrias atricapillus","higher","15FVOTHER",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"694","15FVOTHER.Desmometopa sp","higher","15FVOTHER",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"695","15FVOTHER.Dicraeus tibialis","higher","15FVOTHER",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"696","15FVOTHER.Dicraeus vagans","higher","15FVOTHER",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"697","15FVOTHER.Dilophus febrilis","higher","15FVOTHER",0.5,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0
"698","15FVOTHER.Diospilus capito","higher","15FVOTHER",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"699","15FVOTHER.Diplonevra sp","higher","15FVOTHER",0,0,0,0,0.333333333333333,0.333333333333333,0,0,0,0.333333333333333,0,0,0,0,0
"700","15FVOTHER.Dolerus haematodes","higher","15FVOTHER",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"701","15FVOTHER.Dolichopus festivus","higher","15FVOTHER",0,0,0,0.333333333333333,0,0.333333333333333,0,0,0.333333333333333,0,0,0,0,0,0
"702","15FVOTHER.Dolichopus ungulatus","higher","15FVOTHER",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"703","15FVOTHER.Ectemnius cephalotes","higher","15FVOTHER",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"704","15FVOTHER.Empis (Xanthempis) sp","higher","15FVOTHER",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"705","15FVOTHER.Empis caudatula","higher","15FVOTHER",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"706","15FVOTHER.Empis chioptera","higher","15FVOTHER",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"707","15FVOTHER.Empis livida","higher","15FVOTHER",0.142857142857143,0,0,0.0285714285714286,0.114285714285714,0.228571428571429,0.2,0.0285714285714286,0.171428571428571,0.0285714285714286,0,0,0.0571428571428571,0,0
"708","15FVOTHER.Empis nigripes","higher","15FVOTHER",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"709","15FVOTHER.Empis nuntia","higher","15FVOTHER",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"710","15FVOTHER.Endasys sp","higher","15FVOTHER",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"711","15FVOTHER.Epuraea melanocephala","higher","15FVOTHER",0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0
"712","15FVOTHER.Eriothrix rufomaculata","higher","15FVOTHER",0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0
"713","15FVOTHER.Eudasyphora cyanella","higher","15FVOTHER",0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0
"714","15FVOTHER.Fannia serena","higher","15FVOTHER",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"715","15FVOTHER.Fannia sp","higher","15FVOTHER",0.333333333333333,0,0,0.166666666666667,0,0.333333333333333,0,0,0.166666666666667,0,0,0,0,0,0
"716","15FVOTHER.Formicidae A","higher","15FVOTHER",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"717","15FVOTHER.Formicidae B","higher","15FVOTHER",0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0
"718","15FVOTHER.Gastrophysa viridular","higher","15FVOTHER",0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0
"719","15FVOTHER.Geomyza tripunctata","higher","15FVOTHER",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"720","15FVOTHER.Glyphipterix simpliciella","higher","15FVOTHER",0.333333333333333,0,0,0.166666666666667,0,0.166666666666667,0.166666666666667,0,0.166666666666667,0,0,0,0,0,0
"721","15FVOTHER.Grammoptera ruficornis","higher","15FVOTHER",0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
"722","15FVOTHER.Halticoptera sp","higher","15FVOTHER",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"723","15FVOTHER.Helina sp","higher","15FVOTHER",0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0
"724","15FVOTHER.Hemicrepidius hirtus","higher","15FVOTHER",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"725","15FVOTHER.Hercostomus parvilamellatus","higher","15FVOTHER",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"726","15FVOTHER.Herina longistylata","higher","15FVOTHER",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"727","15FVOTHER.Heteronychia vagans","higher","15FVOTHER",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"728","15FVOTHER.Hexacola hexatoma","higher","15FVOTHER",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"729","15FVOTHER.Hydrellia griseola","higher","15FVOTHER",0,0,0,0,0.5,0.25,0,0,0.25,0,0,0,0,0,0
"730","15FVOTHER.Hydrellia maura","higher","15FVOTHER",0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0
"731","15FVOTHER.Hylemya urbica/variata","higher","15FVOTHER",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"732","15FVOTHER.Hylemya vagans","higher","15FVOTHER",0.333333333333333,0,0,0,0,0.333333333333333,0,0.333333333333333,0,0,0,0,0,0,0
"733","15FVOTHER.Hylemya variata","higher","15FVOTHER",0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0
"734","15FVOTHER.Ichneumonidae","higher","15FVOTHER",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"735","15FVOTHER.Kleidotoma tetratoma","higher","15FVOTHER",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"736","15FVOTHER.Kuzinia sp","higher","15FVOTHER",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"737","15FVOTHER.Limnia unguicornis","higher","15FVOTHER",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"738","15FVOTHER.Limnophora triangula","higher","15FVOTHER",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"739","15FVOTHER.Lonchoptera lutea","higher","15FVOTHER",0,0,0,0,0,0.333333333333333,0,0,0.333333333333333,0,0,0,0.333333333333333,0,0
"740","15FVOTHER.Longitarsus sp","higher","15FVOTHER",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"741","15FVOTHER.Lotophila atra","higher","15FVOTHER",0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0
"742","15FVOTHER.Lucilia caesar","higher","15FVOTHER",0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0
"743","15FVOTHER.Lucilia richardsi","higher","15FVOTHER",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"744","15FVOTHER.Lucilia sericata","higher","15FVOTHER",0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
"745","15FVOTHER.Malachius bipustulatus","higher","15FVOTHER",0,0,0,0.25,0,0.25,0.25,0,0.25,0,0,0,0,0,0
"746","15FVOTHER.Malthodes minimus","higher","15FVOTHER",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"747","15FVOTHER.Megaselia sp","higher","15FVOTHER",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"748","15FVOTHER.Melinda viridicyanea","higher","15FVOTHER",0.333333333333333,0,0,0,0,0.333333333333333,0.333333333333333,0,0,0,0,0,0,0,0
"749","15FVOTHER.Metopina sp","higher","15FVOTHER",0,0,0,0.2,0.4,0,0.2,0,0.2,0,0,0,0,0,0
"750","15FVOTHER.Microchrysa polita","higher","15FVOTHER",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"751","15FVOTHER.Microphor anomalus","higher","15FVOTHER",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"752","15FVOTHER.Micropterix calthella","higher","15FVOTHER",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"753","15FVOTHER.Miscogaster maculata","higher","15FVOTHER",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"754","15FVOTHER.Musca autumnalis","higher","15FVOTHER",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"755","15FVOTHER.Neomyia cornicina","higher","15FVOTHER",0.142857142857143,0,0,0,0,0.285714285714286,0.285714285714286,0,0.285714285714286,0,0,0,0,0,0
"756","15FVOTHER.Neomyia viridescens","higher","15FVOTHER",0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0
"757","15FVOTHER.Norellisoma spinimanum","higher","15FVOTHER",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"758","15FVOTHER.Oedemera lurida","higher","15FVOTHER",0,0,0,0.2,0,0.4,0.2,0,0.2,0,0,0,0,0,0
"759","15FVOTHER.Oedemera nobilis","higher","15FVOTHER",0.0909090909090909,0,0,0.0909090909090909,0.0909090909090909,0.363636363636364,0.181818181818182,0,0.0909090909090909,0,0,0,0.0909090909090909,0,0
"760","15FVOTHER.Olibrus aeneus","higher","15FVOTHER",0,0,0,0,0,0.333333333333333,0,0,0.666666666666667,0,0,0,0,0,0
"761","15FVOTHER.Omphalapion hookerorum","higher","15FVOTHER",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"762","15FVOTHER.Ophiomyia sp","higher","15FVOTHER",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"763","15FVOTHER.Opomyza germinationis","higher","15FVOTHER",0,0,0,0,0.333333333333333,0.333333333333333,0,0,0.333333333333333,0,0,0,0,0,0
"764","15FVOTHER.Opomyza petrei","higher","15FVOTHER",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"765","15FVOTHER.Oscinella cariciphila","higher","15FVOTHER",0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0
"766","15FVOTHER.Oscinella frit","higher","15FVOTHER",0,0,0,0.25,0,0,0.25,0,0.25,0.25,0,0,0,0,0
"767","15FVOTHER.Oscinella hortensis","higher","15FVOTHER",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"768","15FVOTHER.Oscinella nigerrima","higher","15FVOTHER",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"769","15FVOTHER.Oscinella nitidissima","higher","15FVOTHER",0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0
"770","15FVOTHER.Pegoplata aestiva or Adia cinerella","higher","15FVOTHER",0.227272727272727,0,0,0.0454545454545455,0.136363636363636,0.181818181818182,0,0,0.181818181818182,0.0454545454545455,0,0,0.136363636363636,0.0454545454545455,0
"771","15FVOTHER.Pegoplata depilis","higher","15FVOTHER",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"772","15FVOTHER.Pegoplata infirma","higher","15FVOTHER",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"773","15FVOTHER.Phaenocarpa (ruficeps)","higher","15FVOTHER",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"774","15FVOTHER.Phaonia lasiophthalma","higher","15FVOTHER",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"775","15FVOTHER.Phasia obesa","higher","15FVOTHER",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"776","15FVOTHER.Phasia pusilla","higher","15FVOTHER",0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0
"777","15FVOTHER.Phradis morionellus","higher","15FVOTHER",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"778","15FVOTHER.Phyllobius virideaeris","higher","15FVOTHER",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"779","15FVOTHER.Phyllonorycter sp","higher","15FVOTHER",0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0
"780","15FVOTHER.Phytomyza cineracea","higher","15FVOTHER",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"781","15FVOTHER.Phytomyza notata","higher","15FVOTHER",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"782","15FVOTHER.Pierretia sp","higher","15FVOTHER",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"783","15FVOTHER.Pimpla contemplator","higher","15FVOTHER",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"784","15FVOTHER.Pionini sp","higher","15FVOTHER",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"785","15FVOTHER.Plagiatrochus sp","higher","15FVOTHER",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"786","15FVOTHER.Platypalpus sp","higher","15FVOTHER",0,0,0,0.2,0.2,0.2,0.4,0,0,0,0,0,0,0,0
"787","15FVOTHER.Pollenia amentaria","higher","15FVOTHER",0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0
"788","15FVOTHER.Pollenia pediculata","higher","15FVOTHER",0.142857142857143,0,0,0,0,0.428571428571429,0.142857142857143,0,0.142857142857143,0,0,0,0.142857142857143,0,0
"789","15FVOTHER.Pollenia rudis","higher","15FVOTHER",0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0
"790","15FVOTHER.Psallinae sp","higher","15FVOTHER",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"791","15FVOTHER.Psocoptera sp","higher","15FVOTHER",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"792","15FVOTHER.Psychodidae sp","higher","15FVOTHER",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"793","15FVOTHER.Psyllidae sp","higher","15FVOTHER",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"794","15FVOTHER.Pteromalidae","higher","15FVOTHER",0.333333333333333,0,0,0,0,0.333333333333333,0,0,0,0.333333333333333,0,0,0,0,0
"795","15FVOTHER.Rhagio notatus","higher","15FVOTHER",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"796","15FVOTHER.Rhagio tringarius","higher","15FVOTHER",0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0
"797","15FVOTHER.Rhagonycha fulva","higher","15FVOTHER",0.2,0,0,0,0,0.6,0.2,0,0,0,0,0,0,0,0
"798","15FVOTHER.Rhinophora lepida","higher","15FVOTHER",0.75,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0
"799","15FVOTHER.Rhoptromeris heptoma","higher","15FVOTHER",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"800","15FVOTHER.Rhoptromeris rufiventris","higher","15FVOTHER",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"801","15FVOTHER.Saltella sphondylii","higher","15FVOTHER",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"802","15FVOTHER.Sarcophaga carnaria","higher","15FVOTHER",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"803","15FVOTHER.Scaptomyza flava","higher","15FVOTHER",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"804","15FVOTHER.Scaptomyza pallida","higher","15FVOTHER",0,0,0,0,0,0.25,0,0,0.25,0.25,0,0,0.25,0,0
"805","15FVOTHER.Scathophaga stercoraria","higher","15FVOTHER",0.24,0,0,0.08,0.08,0.2,0.08,0,0.08,0.08,0,0,0.16,0,0
"806","15FVOTHER.Scatopsidae sp","higher","15FVOTHER",0.166666666666667,0,0,0,0.5,0.166666666666667,0,0,0.166666666666667,0,0,0,0,0,0
"807","15FVOTHER.Sciaridae sp","higher","15FVOTHER",0.5,0,0,0,0,0.25,0,0,0,0.25,0,0,0,0,0
"808","15FVOTHER.Sepsis cynipsea or neocynipsea","higher","15FVOTHER",0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0
"809","15FVOTHER.Sepsis flavimana","higher","15FVOTHER",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"810","15FVOTHER.Sepsis fulgens","higher","15FVOTHER",0,0,0,0,0.25,0.25,0,0,0.25,0,0,0,0.25,0,0
"811","15FVOTHER.Sepsis orthocnemis","higher","15FVOTHER",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"812","15FVOTHER.Sepsis violacea","higher","15FVOTHER",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"813","15FVOTHER.Sicus ferrugineus","higher","15FVOTHER",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"814","15FVOTHER.Simulium sp","higher","15FVOTHER",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"815","15FVOTHER.Siphona geniculata","higher","15FVOTHER",0.142857142857143,0,0,0,0.142857142857143,0.428571428571429,0,0.142857142857143,0,0.142857142857143,0,0,0,0,0
"816","15FVOTHER.Sitona puncticollis","higher","15FVOTHER",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"817","15FVOTHER.Stenodiplosis sp","higher","15FVOTHER",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"818","15FVOTHER.Stenomalina sp","higher","15FVOTHER",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"819","15FVOTHER.Sussaba cognata","higher","15FVOTHER",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"820","15FVOTHER.Tenthredopsis nassata","higher","15FVOTHER",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"821","15FVOTHER.Tersilochus sp","higher","15FVOTHER",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"822","15FVOTHER.Tetramesa sp","higher","15FVOTHER",0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0
"823","15FVOTHER.Tetrastichinae sp","higher","15FVOTHER",0,0,0,0,0.666666666666667,0,0,0,0,0.333333333333333,0,0,0,0,0
"824","15FVOTHER.Thaumatomyia glabra","higher","15FVOTHER",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"825","15FVOTHER.Theroscopus sp","higher","15FVOTHER",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"826","15FVOTHER.Tiphia minuta","higher","15FVOTHER",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"827","15FVOTHER.Torymus sp","higher","15FVOTHER",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"828","15FVOTHER.Tricimba cincta","higher","15FVOTHER",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"829","15FVOTHER.Triphleba sp","higher","15FVOTHER",0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0
"830","15FVOTHER.Trybliographa erythrocera","higher","15FVOTHER",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
