"iteration","chisqr_man","pval_man"
327,39.7299440878615,4.92232251103395e-08
328,44.3129365765309,5.52383131253941e-09
329,35.3479847410916,3.9402140683952e-07
330,40.2628526101139,3.81910373088831e-08
331,46.5025612099001,1.93567220019442e-09
332,53.9449319804009,5.40427713236048e-11
333,59.4047906584351,3.86888542627213e-12
334,62.2338051457013,9.83636357647744e-13
335,53.3959151672158,7.04161196568122e-11
336,52.5747767584031,1.04590985585668e-10
337,40.0062489010203,4.31556175860664e-08
338,45.2472113438089,3.53214952953648e-09
339,59.6107479074616,3.50200729156089e-12
340,58.258894829213,6.7333764168217e-12
341,46.9735086218993,1.54441292910896e-09
342,56.8662880593552,1.31971180150907e-11
343,41.339562758241,2.28603320739562e-08
344,40.4767183970313,3.44915918996158e-08
345,45.2260754664885,3.56807812149293e-09
346,74.2097663688955,2.92775422185821e-15
347,39.7372496519639,4.90523373612203e-08
348,20.4330758063657,0.000410083969538489
349,82.3757108264049,5.46423188961862e-17
350,51.7870432897206,1.52838972161608e-10
351,36.3632927596261,2.43611163331155e-07
352,43.5126652699589,8.09929212764839e-09
353,49.6816635349084,4.20794763004136e-10
354,43.9287187830231,6.63825991288435e-09
355,54.8108657508755,3.55937003519567e-11
356,39.9151779196975,4.50682361159489e-08
357,29.7510347582842,5.50012772052235e-06
358,43.1738985151924,9.52279932527339e-09
359,78.0017186589758,4.61542103449731e-16
360,36.0806838033356,2.78518343208276e-07
361,53.5022704805843,6.68975687254419e-11
362,37.8837971092443,1.18414390410854e-07
363,33.6298263396868,8.87482313018304e-07
364,34.549408381924,5.74832943159235e-07
365,40.1527762682597,4.02468230745061e-08
366,22.5848705288028,0.00015324827943646
367,30.6879570224307,3.54448044564725e-06
368,69.7377541449951,2.5784390978029e-14
369,40.4791008293798,3.44524616792769e-08
370,48.8799299110953,6.18549685782578e-10
371,46.5239839084943,1.91589502883719e-09
372,43.376574912601,8.64366947913594e-09
373,29.3512558981644,6.63255271609142e-06
374,56.9642837031197,1.25869930536909e-11
375,50.8586135548853,2.38934113485527e-10
376,38.737809287104,7.89149467572467e-08
377,45.5658957241765,3.03219512936757e-09
378,68.9525353433314,3.77646197881678e-14
379,25.8242682297762,3.43340598601304e-05
380,61.5685586687099,1.35759342058475e-12
381,31.6581741490558,2.24685676511692e-06
382,56.744741403477,1.39950664995691e-11
383,48.4799725545603,7.49543483570738e-10
384,46.4239954640531,2.00996315142349e-09
385,41.0599579109937,2.61208335277549e-08
386,32.6674437002663,1.39716132320786e-06
387,64.8520667085351,2.76463299217888e-13
388,22.9209520259199,0.000131314638089025
389,27.6967165756223,1.43685469243233e-05
390,32.097816342467,1.82702425200779e-06
391,42.9338463907363,1.06801490449536e-08
392,54.9078036835914,3.39675131632251e-11
393,33.7805859883148,8.26525787576367e-07
394,41.7396254116273,1.88886346856955e-08
395,46.7434200077463,1.72457193600431e-09
396,52.2564440929446,1.21921044547681e-10
397,33.1498841899607,1.11298167309652e-06
398,44.4877147547697,5.08070157752222e-09
399,45.5783840814736,3.0141116936924e-09
400,64.0373537897333,4.10416651934668e-13
401,66.5485608998854,1.21375758614012e-13
402,39.1797910793564,6.39544265751019e-08
403,45.9894505667874,2.4753321273516e-09
404,65.0955421735436,2.45666698667876e-13
405,67.7409454336574,6.80296809991445e-14
406,32.2305208963121,1.71638545370375e-06
407,53.5896056862382,6.41399444339276e-11
408,59.9879005353178,2.91789621136755e-12
409,28.3109585472084,1.07875578507606e-05
410,56.6753202492827,1.44722498232583e-11
411,81.1591317032064,9.89460412219937e-17
412,73.5108734466144,4.1143018340996e-15
413,60.0977792282841,2.76680866165523e-12
414,40.400440771917,3.57681212266934e-08
415,37.0021929633244,1.79942984709858e-07
416,58.9509053608716,4.81863149190156e-12
417,29.3322447100998,6.69183931987207e-06
418,64.4415867796196,3.37362827918111e-13
419,59.4195300489837,3.84139958105131e-12
420,23.4515800667727,0.000102858182467405
421,46.405057577831,2.02829222627408e-09
422,43.279455403916,9.05434145033079e-09
423,55.981281808715,2.02337754898435e-11
424,48.759591867427,6.55356003011599e-10
425,17.7819578695038,0.00136124465299553
426,68.5272794174128,4.64320095654085e-14
427,43.0966088387027,9.88107477432892e-09
428,43.7832502511318,7.11647017111971e-09
429,64.5462859605674,3.20660832862264e-13
430,34.3815165801855,6.22299336712885e-07
431,35.0615481008766,4.51206271079979e-07
432,36.5729729267762,2.20563148354737e-07
433,29.6176727013263,5.85469119586143e-06
434,36.2191080432417,2.60838185432584e-07
435,36.9569096373322,1.83849960321054e-07
436,39.4967679347258,5.5000937587708e-08
437,81.8015623824366,7.23166905336564e-17
438,35.6570087726814,3.40404073335364e-07
439,39.784140995934,4.7969482331368e-08
440,42.9704600205901,1.04949530144996e-08
441,89.2111736645939,1.93667981022476e-18
442,38.0299126831089,1.10475006134789e-07
443,29.3373750799302,6.6757884331379e-06
444,82.9873465866444,4.05369369420784e-17
445,37.4893372227466,1.42805096172461e-07
446,46.645333251268,1.80761430048654e-09
447,35.2393616366722,4.14803182392888e-07
448,88.3925545109214,2.89003652448207e-18
449,56.8963206171683,1.30070594825754e-11
450,96.2367940582746,6.21856069389299e-20
451,53.4985807759055,6.70166433154374e-11
452,47.8804171119689,9.99538689924023e-10
453,64.1054522119383,3.97086577451059e-13
454,57.9198583901466,7.93237682280349e-12
455,29.1530200510457,7.27733369397597e-06
456,45.4294508119703,3.23696645308002e-09
457,51.3699986847385,1.86815847459073e-10
458,59.7398609375745,3.28995284966248e-12
459,51.1854428292653,2.04166788117314e-10
460,53.874396508221,5.59121625482149e-11
461,70.7323226222009,1.58989614862771e-14
462,71.2140341882136,1.25786287974326e-14
463,54.779894398434,3.61294754756127e-11
464,57.9260812306473,7.90855546128586e-12
465,48.2510056901012,8.36646509377738e-10
466,42.5945391863357,1.25592880432655e-08
467,27.73266932342,1.41296458712335e-05
468,58.5462587862402,5.86001535069808e-12
469,41.832293833144,1.80716170309814e-08
470,77.3556943299225,6.32371814323469e-16
471,57.9872832281977,7.67804467267477e-12
472,26.2884323751967,2.76769562019625e-05
473,48.7654215468752,6.53523574440097e-10
474,60.3468551905182,2.45262670065684e-12
475,23.832137021308,8.63073018435587e-05
476,31.8554851323072,2.04770947620944e-06
477,46.7898348208159,1.68661444769507e-09
478,76.1618814409456,1.13141670983315e-15
479,42.815448521702,1.13016339045516e-08
480,37.5725212801909,1.3727592982928e-07
481,28.3800505917777,1.04450088675164e-05
482,37.9152822467828,1.16656859081233e-07
483,56.7303907872191,1.40924031039712e-11
484,68.9959975072793,3.69754420176775e-14
485,69.0015395383089,3.68760026810445e-14
486,37.0934483091465,1.72319341554538e-07
487,52.2706971268998,1.21087061747446e-10
488,52.4265235077832,1.12332562652365e-10
489,80.5364721388856,1.34073573610777e-16
490,23.1449221491144,0.000118457977376652
491,39.2887321480353,6.07241948451224e-08
492,36.8300378699894,1.9525254835942e-07
493,70.9096763272747,1.45852743735016e-14
494,70.0358194605412,2.23066083224259e-14
495,59.0871782541851,4.51130651240881e-12
496,47.5448850475157,1.17416253812902e-09
497,39.0144364861096,6.91877986836683e-08
498,29.1997911955749,7.11979677344033e-06
499,36.5133090197819,2.26890612227665e-07
500,38.5547962652473,8.60883915901474e-08
