"management","iteration","node_id","taxon_from","services","node_int","node_to","services_to","type","hop"
"E","Emp",469,"Leaf-miner parasitoid","Pest control",11,504,"Seed dispersal","I",2
"E","Emp",469,"Leaf-miner parasitoid","Pest control",11,505,"Crop damage","I",2
"E","Emp",469,"Leaf-miner parasitoid","Pest control",11,317,"Pollination","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",94,429,"Pest control","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",94,457,"Pest control","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",94,438,"Pest control","I",2
"E","Emp",458,"Leaf-miner parasitoid","None",77,317,"Pollination","I",2
"E","Emp",458,"Leaf-miner parasitoid","None",77,202,"Pollination","I",2
"E","Emp",458,"Leaf-miner parasitoid","None",77,445,"Pest control","I",2
"E","Emp",458,"Leaf-miner parasitoid","None",77,422,"Pest control","I",2
"E","Emp",458,"Leaf-miner parasitoid","None",77,496,"Crop damage","I",2
"E","Emp",458,"Leaf-miner parasitoid","None",77,496,"Bird watching","I",2
"E","Emp",458,"Leaf-miner parasitoid","None",77,497,"Crop damage","I",2
"E","Emp",458,"Leaf-miner parasitoid","None",77,497,"Bird watching","I",2
"E","Emp",458,"Leaf-miner parasitoid","None",77,498,"Crop damage","I",2
"E","Emp",458,"Leaf-miner parasitoid","None",77,498,"Bird watching","I",2
"E","Emp",458,"Leaf-miner parasitoid","None",77,499,"Crop damage","I",2
"E","Emp",458,"Leaf-miner parasitoid","None",77,499,"Seed dispersal","I",2
"E","Emp",458,"Leaf-miner parasitoid","None",77,499,"Bird watching","I",2
"E","Emp",458,"Leaf-miner parasitoid","None",77,503,"Crop damage","I",2
"E","Emp",458,"Leaf-miner parasitoid","None",77,503,"Bird watching","I",2
"E","Emp",458,"Leaf-miner parasitoid","None",77,504,"Crop damage","I",2
"E","Emp",458,"Leaf-miner parasitoid","None",77,504,"Seed dispersal","I",2
"E","Emp",458,"Leaf-miner parasitoid","None",77,505,"Crop damage","I",2
"E","Emp",458,"Leaf-miner parasitoid","None",77,318,"Pollination","I",2
"E","Emp",458,"Leaf-miner parasitoid","None",77,112,"Pollination","I",2
"E","Emp",458,"Leaf-miner parasitoid","None",77,438,"Pest control","I",2
"E","Emp",440,"Leaf-miner parasitoid","None",11,105,"Pollination","I",2
"E","Emp",440,"Leaf-miner parasitoid","None",11,232,"Pollination","I",2
"E","Emp",440,"Leaf-miner parasitoid","None",11,469,"Pest control","I",2
"E","Emp",440,"Leaf-miner parasitoid","None",11,445,"Pest control","I",2
"E","Emp",440,"Leaf-miner parasitoid","None",11,508,"Crop damage","I",2
"E","Emp",440,"Leaf-miner parasitoid","None",11,179,"Pollination","I",2
"E","Emp",440,"Leaf-miner parasitoid","None",11,164,"Pollination","I",2
"E","Emp",440,"Leaf-miner parasitoid","None",11,249,"Pollination","I",2
"E","Emp",440,"Leaf-miner parasitoid","None",11,138,"Pollination","I",2
"E","Emp",440,"Leaf-miner parasitoid","None",11,222,"Pollination","I",2
"E","Emp",440,"Leaf-miner parasitoid","None",11,303,"Pollination","I",2
"E","Emp",440,"Leaf-miner parasitoid","None",11,525,"Pollination","I",2
"E","Emp",440,"Leaf-miner parasitoid","None",11,525,"Butterfly watching","I",2
"E","Emp",440,"Leaf-miner parasitoid","None",11,497,"Crop damage","I",2
"E","Emp",440,"Leaf-miner parasitoid","None",11,497,"Bird watching","I",2
"E","Emp",440,"Leaf-miner parasitoid","None",11,499,"Crop damage","I",2
"E","Emp",440,"Leaf-miner parasitoid","None",11,499,"Seed dispersal","I",2
"E","Emp",440,"Leaf-miner parasitoid","None",11,499,"Bird watching","I",2
"E","Emp",440,"Leaf-miner parasitoid","None",11,500,"Crop damage","I",2
"E","Emp",440,"Leaf-miner parasitoid","None",11,500,"Seed dispersal","I",2
"E","Emp",440,"Leaf-miner parasitoid","None",11,501,"Crop damage","I",2
"E","Emp",440,"Leaf-miner parasitoid","None",11,501,"Seed dispersal","I",2
"E","Emp",440,"Leaf-miner parasitoid","None",11,501,"Bird watching","I",2
"E","Emp",440,"Leaf-miner parasitoid","None",11,502,"Crop damage","I",2
"E","Emp",440,"Leaf-miner parasitoid","None",11,502,"Seed dispersal","I",2
"E","Emp",440,"Leaf-miner parasitoid","None",11,504,"Crop damage","I",2
"E","Emp",440,"Leaf-miner parasitoid","None",11,504,"Seed dispersal","I",2
"E","Emp",440,"Leaf-miner parasitoid","None",11,505,"Crop damage","I",2
"E","Emp",440,"Leaf-miner parasitoid","None",11,317,"Pollination","I",2
"E","Emp",419,"Leaf-miner parasitoid","None",11,105,"Pollination","I",2
"E","Emp",419,"Leaf-miner parasitoid","None",11,232,"Pollination","I",2
"E","Emp",419,"Leaf-miner parasitoid","None",11,469,"Pest control","I",2
"E","Emp",419,"Leaf-miner parasitoid","None",11,445,"Pest control","I",2
"E","Emp",419,"Leaf-miner parasitoid","None",11,508,"Crop damage","I",2
"E","Emp",419,"Leaf-miner parasitoid","None",11,179,"Pollination","I",2
"E","Emp",419,"Leaf-miner parasitoid","None",11,164,"Pollination","I",2
"E","Emp",419,"Leaf-miner parasitoid","None",11,249,"Pollination","I",2
"E","Emp",419,"Leaf-miner parasitoid","None",11,138,"Pollination","I",2
"E","Emp",419,"Leaf-miner parasitoid","None",11,222,"Pollination","I",2
"E","Emp",419,"Leaf-miner parasitoid","None",11,303,"Pollination","I",2
"E","Emp",419,"Leaf-miner parasitoid","None",11,525,"Pollination","I",2
"E","Emp",419,"Leaf-miner parasitoid","None",11,525,"Butterfly watching","I",2
"E","Emp",419,"Leaf-miner parasitoid","None",11,497,"Crop damage","I",2
"E","Emp",419,"Leaf-miner parasitoid","None",11,497,"Bird watching","I",2
"E","Emp",419,"Leaf-miner parasitoid","None",11,499,"Crop damage","I",2
"E","Emp",419,"Leaf-miner parasitoid","None",11,499,"Seed dispersal","I",2
"E","Emp",419,"Leaf-miner parasitoid","None",11,499,"Bird watching","I",2
"E","Emp",419,"Leaf-miner parasitoid","None",11,500,"Crop damage","I",2
"E","Emp",419,"Leaf-miner parasitoid","None",11,500,"Seed dispersal","I",2
"E","Emp",419,"Leaf-miner parasitoid","None",11,501,"Crop damage","I",2
"E","Emp",419,"Leaf-miner parasitoid","None",11,501,"Seed dispersal","I",2
"E","Emp",419,"Leaf-miner parasitoid","None",11,501,"Bird watching","I",2
"E","Emp",419,"Leaf-miner parasitoid","None",11,502,"Crop damage","I",2
"E","Emp",419,"Leaf-miner parasitoid","None",11,502,"Seed dispersal","I",2
"E","Emp",419,"Leaf-miner parasitoid","None",11,504,"Crop damage","I",2
"E","Emp",419,"Leaf-miner parasitoid","None",11,504,"Seed dispersal","I",2
"E","Emp",419,"Leaf-miner parasitoid","None",11,505,"Crop damage","I",2
"E","Emp",419,"Leaf-miner parasitoid","None",11,317,"Pollination","I",2
"E","Emp",429,"Leaf-miner parasitoid","Pest control",94,445,"Pest control","I",2
"E","Emp",429,"Leaf-miner parasitoid","Pest control",94,457,"Pest control","I",2
"E","Emp",429,"Leaf-miner parasitoid","Pest control",94,438,"Pest control","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",11,105,"Pollination","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",11,232,"Pollination","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",11,469,"Pest control","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",11,508,"Crop damage","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",11,179,"Pollination","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",11,164,"Pollination","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",11,249,"Pollination","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",11,138,"Pollination","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",11,222,"Pollination","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",11,303,"Pollination","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",11,525,"Pollination","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",11,525,"Butterfly watching","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",11,497,"Crop damage","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",11,497,"Bird watching","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",11,499,"Crop damage","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",11,499,"Seed dispersal","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",11,499,"Bird watching","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",11,500,"Crop damage","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",11,500,"Seed dispersal","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",11,501,"Crop damage","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",11,501,"Seed dispersal","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",11,501,"Bird watching","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",11,502,"Crop damage","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",11,502,"Seed dispersal","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",11,504,"Crop damage","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",11,504,"Seed dispersal","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",11,505,"Crop damage","I",2
"E","Emp",445,"Leaf-miner parasitoid","Pest control",11,317,"Pollination","I",2
"E","Emp",457,"Leaf-miner parasitoid","Pest control",94,445,"Pest control","I",2
"E","Emp",457,"Leaf-miner parasitoid","Pest control",94,429,"Pest control","I",2
"E","Emp",457,"Leaf-miner parasitoid","Pest control",94,438,"Pest control","I",2
"E","Emp",438,"Leaf-miner parasitoid","Pest control",94,445,"Pest control","I",2
"E","Emp",438,"Leaf-miner parasitoid","Pest control",94,429,"Pest control","I",2
"E","Emp",438,"Leaf-miner parasitoid","Pest control",94,457,"Pest control","I",2
"E","Emp",433,"Leaf-miner parasitoid","None",44,358,"Crop damage","I",2
"E","Emp",433,"Leaf-miner parasitoid","None",44,438,"Pest control","I",2
"E","Emp",433,"Leaf-miner parasitoid","None",44,508,"Crop damage","I",2
"E","Emp",433,"Leaf-miner parasitoid","None",44,495,"Crop damage","I",2
"E","Emp",433,"Leaf-miner parasitoid","None",44,495,"Bird watching","I",2
"E","Emp",433,"Leaf-miner parasitoid","None",44,496,"Crop damage","I",2
"E","Emp",433,"Leaf-miner parasitoid","None",44,496,"Bird watching","I",2
"E","Emp",433,"Leaf-miner parasitoid","None",44,497,"Crop damage","I",2
"E","Emp",433,"Leaf-miner parasitoid","None",44,497,"Bird watching","I",2
"E","Emp",433,"Leaf-miner parasitoid","None",44,498,"Crop damage","I",2
"E","Emp",433,"Leaf-miner parasitoid","None",44,498,"Bird watching","I",2
"E","Emp",433,"Leaf-miner parasitoid","None",44,499,"Crop damage","I",2
"E","Emp",433,"Leaf-miner parasitoid","None",44,499,"Seed dispersal","I",2
"E","Emp",433,"Leaf-miner parasitoid","None",44,499,"Bird watching","I",2
"E","Emp",433,"Leaf-miner parasitoid","None",44,500,"Crop damage","I",2
"E","Emp",433,"Leaf-miner parasitoid","None",44,500,"Seed dispersal","I",2
"E","Emp",433,"Leaf-miner parasitoid","None",44,501,"Crop damage","I",2
"E","Emp",433,"Leaf-miner parasitoid","None",44,501,"Seed dispersal","I",2
"E","Emp",433,"Leaf-miner parasitoid","None",44,501,"Bird watching","I",2
"E","Emp",433,"Leaf-miner parasitoid","None",44,502,"Crop damage","I",2
"E","Emp",433,"Leaf-miner parasitoid","None",44,502,"Seed dispersal","I",2
"E","Emp",433,"Leaf-miner parasitoid","None",44,503,"Crop damage","I",2
"E","Emp",433,"Leaf-miner parasitoid","None",44,503,"Bird watching","I",2
"E","Emp",433,"Leaf-miner parasitoid","None",44,504,"Crop damage","I",2
"E","Emp",433,"Leaf-miner parasitoid","None",44,504,"Seed dispersal","I",2
"E","Emp",433,"Leaf-miner parasitoid","None",44,505,"Crop damage","I",2
"E","Emp",433,"Leaf-miner parasitoid","None",44,457,"Pest control","I",2
"E","Emp",433,"Leaf-miner parasitoid","None",44,445,"Pest control","I",2
"E","Emp",433,"Leaf-miner parasitoid","None",44,422,"Pest control","I",2
"E","Emp",433,"Leaf-miner parasitoid","None",44,412,"Pest control","I",2
"E","Emp",433,"Leaf-miner parasitoid","None",44,351,"Crop damage","I",2
"E","Emp",433,"Leaf-miner parasitoid","None",44,469,"Pest control","I",2
"E","Emp",433,"Leaf-miner parasitoid","None",44,506,"Crop damage","I",2
"E","Emp",441,"Leaf-miner parasitoid","None",26,183,"Pollination","I",2
"E","Emp",441,"Leaf-miner parasitoid","None",26,318,"Pollination","I",2
"E","Emp",441,"Leaf-miner parasitoid","None",26,144,"Pollination","I",2
"E","Emp",441,"Leaf-miner parasitoid","None",26,232,"Pollination","I",2
"E","Emp",441,"Leaf-miner parasitoid","None",26,445,"Pest control","I",2
"E","Emp",441,"Leaf-miner parasitoid","None",26,438,"Pest control","I",2
"E","Emp",441,"Leaf-miner parasitoid","None",26,422,"Pest control","I",2
"E","Emp",441,"Leaf-miner parasitoid","None",26,469,"Pest control","I",2
"E","Emp",441,"Leaf-miner parasitoid","None",26,228,"Pollination","I",2
"E","Emp",441,"Leaf-miner parasitoid","None",26,179,"Pollination","I",2
"E","Emp",441,"Leaf-miner parasitoid","None",26,198,"Pollination","I",2
"E","Emp",441,"Leaf-miner parasitoid","None",26,164,"Pollination","I",2
"E","Emp",441,"Leaf-miner parasitoid","None",26,514,"Pollination","I",2
"E","Emp",441,"Leaf-miner parasitoid","None",26,514,"Butterfly watching","I",2
"E","Emp",441,"Leaf-miner parasitoid","None",26,517,"Pollination","I",2
"E","Emp",441,"Leaf-miner parasitoid","None",26,517,"Butterfly watching","I",2
"E","Emp",441,"Leaf-miner parasitoid","None",26,525,"Pollination","I",2
"E","Emp",441,"Leaf-miner parasitoid","None",26,525,"Butterfly watching","I",2
"E","Emp",441,"Leaf-miner parasitoid","None",26,522,"Pollination","I",2
"E","Emp",441,"Leaf-miner parasitoid","None",26,522,"Butterfly watching","I",2
"E","Emp",441,"Leaf-miner parasitoid","None",26,495,"Crop damage","I",2
"E","Emp",441,"Leaf-miner parasitoid","None",26,495,"Bird watching","I",2
"E","Emp",441,"Leaf-miner parasitoid","None",26,497,"Crop damage","I",2
"E","Emp",441,"Leaf-miner parasitoid","None",26,497,"Bird watching","I",2
"E","Emp",441,"Leaf-miner parasitoid","None",26,498,"Crop damage","I",2
"E","Emp",441,"Leaf-miner parasitoid","None",26,498,"Bird watching","I",2
"E","Emp",441,"Leaf-miner parasitoid","None",26,499,"Crop damage","I",2
"E","Emp",441,"Leaf-miner parasitoid","None",26,499,"Seed dispersal","I",2
"E","Emp",441,"Leaf-miner parasitoid","None",26,499,"Bird watching","I",2
"E","Emp",441,"Leaf-miner parasitoid","None",26,500,"Crop damage","I",2
"E","Emp",441,"Leaf-miner parasitoid","None",26,500,"Seed dispersal","I",2
"E","Emp",441,"Leaf-miner parasitoid","None",26,501,"Crop damage","I",2
"E","Emp",441,"Leaf-miner parasitoid","None",26,501,"Seed dispersal","I",2
"E","Emp",441,"Leaf-miner parasitoid","None",26,501,"Bird watching","I",2
"E","Emp",441,"Leaf-miner parasitoid","None",26,502,"Crop damage","I",2
"E","Emp",441,"Leaf-miner parasitoid","None",26,502,"Seed dispersal","I",2
"E","Emp",441,"Leaf-miner parasitoid","None",26,504,"Crop damage","I",2
"E","Emp",441,"Leaf-miner parasitoid","None",26,504,"Seed dispersal","I",2
"E","Emp",441,"Leaf-miner parasitoid","None",26,505,"Crop damage","I",2
"E","Emp",441,"Leaf-miner parasitoid","None",26,212,"Pollination","I",2
"E","Emp",441,"Leaf-miner parasitoid","None",26,295,"Pollination","I",2
"E","Emp",441,"Leaf-miner parasitoid","None",26,457,"Pest control","I",2
"E","Emp",441,"Leaf-miner parasitoid","None",26,248,"Pollination","I",2
"E","Emp",441,"Leaf-miner parasitoid","None",26,303,"Pollination","I",2
"E","Emp",441,"Leaf-miner parasitoid","None",26,101,"Pollination","I",2
"E","Emp",441,"Leaf-miner parasitoid","None",26,195,"Pollination","I",2
"E","Emp",441,"Leaf-miner parasitoid","None",26,335,"Pollination","I",2
"E","Emp",441,"Leaf-miner parasitoid","None",26,247,"Pollination","I",2
"E","Emp",441,"Leaf-miner parasitoid","None",26,231,"Pollination","I",2
"E","Emp",441,"Leaf-miner parasitoid","None",26,305,"Pollination","I",2
"E","Emp",441,"Leaf-miner parasitoid","None",26,276,"Pollination","I",2
"E","Emp",441,"Leaf-miner parasitoid","None",26,234,"Pollination","I",2
"E","Emp",441,"Leaf-miner parasitoid","None",26,138,"Pollination","I",2
"E","Emp",441,"Leaf-miner parasitoid","None",26,283,"Pollination","I",2
"E","Emp",441,"Leaf-miner parasitoid","None",26,277,"Pollination","I",2
"E","Emp",441,"Leaf-miner parasitoid","None",26,150,"Pollination","I",2
"E","Emp",441,"Leaf-miner parasitoid","None",26,222,"Pollination","I",2
"E","Emp",441,"Leaf-miner parasitoid","None",26,308,"Pollination","I",2
"E","Emp",441,"Leaf-miner parasitoid","None",26,293,"Pollination","I",2
"E","Emp",441,"Leaf-miner parasitoid","None",26,313,"Pollination","I",2
"E","Emp",441,"Leaf-miner parasitoid","None",26,327,"Pollination","I",2
"E","Emp",441,"Leaf-miner parasitoid","None",26,294,"Pollination","I",2
"E","Emp",441,"Leaf-miner parasitoid","None",26,204,"Pollination","I",2
"E","Emp",389,"Leaf-miner parasitoid","None",28,445,"Pest control","I",2
"E","Emp",389,"Leaf-miner parasitoid","None",28,244,"Pollination","I",2
"E","Emp",389,"Leaf-miner parasitoid","None",28,513,"Pollination","I",2
"E","Emp",389,"Leaf-miner parasitoid","None",28,513,"Butterfly watching","I",2
"E","Emp",389,"Leaf-miner parasitoid","None",28,514,"Pollination","I",2
"E","Emp",389,"Leaf-miner parasitoid","None",28,514,"Butterfly watching","I",2
"E","Emp",389,"Leaf-miner parasitoid","None",28,516,"Pollination","I",2
"E","Emp",389,"Leaf-miner parasitoid","None",28,516,"Butterfly watching","I",2
"E","Emp",389,"Leaf-miner parasitoid","None",28,517,"Pollination","I",2
"E","Emp",389,"Leaf-miner parasitoid","None",28,517,"Butterfly watching","I",2
"E","Emp",389,"Leaf-miner parasitoid","None",28,519,"Pollination","I",2
"E","Emp",389,"Leaf-miner parasitoid","None",28,519,"Butterfly watching","I",2
"E","Emp",389,"Leaf-miner parasitoid","None",28,523,"Pollination","I",2
"E","Emp",389,"Leaf-miner parasitoid","None",28,523,"Butterfly watching","I",2
"E","Emp",389,"Leaf-miner parasitoid","None",28,525,"Pollination","I",2
"E","Emp",389,"Leaf-miner parasitoid","None",28,525,"Butterfly watching","I",2
"E","Emp",389,"Leaf-miner parasitoid","None",28,496,"Crop damage","I",2
"E","Emp",389,"Leaf-miner parasitoid","None",28,496,"Bird watching","I",2
"E","Emp",389,"Leaf-miner parasitoid","None",28,497,"Crop damage","I",2
"E","Emp",389,"Leaf-miner parasitoid","None",28,497,"Bird watching","I",2
"E","Emp",389,"Leaf-miner parasitoid","None",28,498,"Crop damage","I",2
"E","Emp",389,"Leaf-miner parasitoid","None",28,498,"Bird watching","I",2
"E","Emp",389,"Leaf-miner parasitoid","None",28,499,"Crop damage","I",2
"E","Emp",389,"Leaf-miner parasitoid","None",28,499,"Seed dispersal","I",2
"E","Emp",389,"Leaf-miner parasitoid","None",28,499,"Bird watching","I",2
"E","Emp",389,"Leaf-miner parasitoid","None",28,502,"Crop damage","I",2
"E","Emp",389,"Leaf-miner parasitoid","None",28,502,"Seed dispersal","I",2
"E","Emp",389,"Leaf-miner parasitoid","None",28,504,"Crop damage","I",2
"E","Emp",389,"Leaf-miner parasitoid","None",28,504,"Seed dispersal","I",2
"E","Emp",389,"Leaf-miner parasitoid","None",28,505,"Crop damage","I",2
"E","Emp",389,"Leaf-miner parasitoid","None",28,521,"Pollination","I",2
"E","Emp",389,"Leaf-miner parasitoid","None",28,521,"Butterfly watching","I",2
"E","Emp",389,"Leaf-miner parasitoid","None",28,524,"Pollination","I",2
"E","Emp",389,"Leaf-miner parasitoid","None",28,524,"Butterfly watching","I",2
"E","Emp",389,"Leaf-miner parasitoid","None",28,520,"Pollination","I",2
"E","Emp",389,"Leaf-miner parasitoid","None",28,520,"Butterfly watching","I",2
"E","Emp",389,"Leaf-miner parasitoid","None",28,438,"Pest control","I",2
"E","Emp",389,"Leaf-miner parasitoid","None",28,313,"Pollination","I",2
"E","Emp",389,"Leaf-miner parasitoid","None",28,515,"Pollination","I",2
"E","Emp",389,"Leaf-miner parasitoid","None",28,515,"Butterfly watching","I",2
"E","Emp",389,"Leaf-miner parasitoid","None",28,318,"Pollination","I",2
"E","Emp",389,"Leaf-miner parasitoid","None",28,279,"Pollination","I",2
"E","Emp",389,"Leaf-miner parasitoid","None",28,219,"Pollination","I",2
"E","Emp",389,"Leaf-miner parasitoid","None",28,124,"Pollination","I",2
"E","Emp",389,"Leaf-miner parasitoid","None",28,123,"Pollination","I",2
"E","Emp",389,"Leaf-miner parasitoid","None",28,303,"Pollination","I",2
"E","Emp",389,"Leaf-miner parasitoid","None",28,169,"Pollination","I",2
"E","Emp",389,"Leaf-miner parasitoid","None",28,271,"Pollination","I",2
"E","Emp",389,"Leaf-miner parasitoid","None",28,227,"Pollination","I",2
"E","Emp",389,"Leaf-miner parasitoid","None",28,511,"Pollination","I",2
"E","Emp",389,"Leaf-miner parasitoid","None",28,511,"Butterfly watching","I",2
"E","Emp",389,"Leaf-miner parasitoid","None",28,202,"Pollination","I",2
"E","Emp",389,"Leaf-miner parasitoid","None",28,232,"Pollination","I",2
"E","Emp",389,"Leaf-miner parasitoid","None",28,469,"Pest control","I",2
"E","Emp",389,"Leaf-miner parasitoid","None",28,179,"Pollination","I",2
"E","Emp",389,"Leaf-miner parasitoid","None",28,294,"Pollination","I",2
"E","Emp",389,"Leaf-miner parasitoid","None",28,457,"Pest control","I",2
"E","Emp",389,"Leaf-miner parasitoid","None",28,512,"Pollination","I",2
"E","Emp",389,"Leaf-miner parasitoid","None",28,512,"Butterfly watching","I",2
"E","Emp",389,"Leaf-miner parasitoid","None",28,126,"Pollination","I",2
"E","Emp",389,"Leaf-miner parasitoid","None",28,183,"Pollination","I",2
"E","Emp",389,"Leaf-miner parasitoid","None",28,112,"Pollination","I",2
"E","Emp",389,"Leaf-miner parasitoid","None",28,145,"Pollination","I",2
"E","Emp",389,"Leaf-miner parasitoid","None",28,164,"Pollination","I",2
"E","Emp",389,"Leaf-miner parasitoid","None",28,185,"Pollination","I",2
"E","Emp",389,"Leaf-miner parasitoid","None",28,235,"Pollination","I",2
"E","Emp",389,"Leaf-miner parasitoid","None",28,245,"Pollination","I",2
"E","Emp",389,"Leaf-miner parasitoid","None",28,295,"Pollination","I",2
"E","Emp",389,"Leaf-miner parasitoid","None",28,186,"Pollination","I",2
"E","Emp",397,"Leaf-miner parasitoid","None",26,183,"Pollination","I",2
"E","Emp",397,"Leaf-miner parasitoid","None",26,318,"Pollination","I",2
"E","Emp",397,"Leaf-miner parasitoid","None",26,144,"Pollination","I",2
"E","Emp",397,"Leaf-miner parasitoid","None",26,232,"Pollination","I",2
"E","Emp",397,"Leaf-miner parasitoid","None",26,445,"Pest control","I",2
"E","Emp",397,"Leaf-miner parasitoid","None",26,438,"Pest control","I",2
"E","Emp",397,"Leaf-miner parasitoid","None",26,422,"Pest control","I",2
"E","Emp",397,"Leaf-miner parasitoid","None",26,469,"Pest control","I",2
"E","Emp",397,"Leaf-miner parasitoid","None",26,228,"Pollination","I",2
"E","Emp",397,"Leaf-miner parasitoid","None",26,179,"Pollination","I",2
"E","Emp",397,"Leaf-miner parasitoid","None",26,198,"Pollination","I",2
"E","Emp",397,"Leaf-miner parasitoid","None",26,164,"Pollination","I",2
"E","Emp",397,"Leaf-miner parasitoid","None",26,514,"Pollination","I",2
"E","Emp",397,"Leaf-miner parasitoid","None",26,514,"Butterfly watching","I",2
"E","Emp",397,"Leaf-miner parasitoid","None",26,517,"Pollination","I",2
"E","Emp",397,"Leaf-miner parasitoid","None",26,517,"Butterfly watching","I",2
"E","Emp",397,"Leaf-miner parasitoid","None",26,525,"Pollination","I",2
"E","Emp",397,"Leaf-miner parasitoid","None",26,525,"Butterfly watching","I",2
"E","Emp",397,"Leaf-miner parasitoid","None",26,522,"Pollination","I",2
"E","Emp",397,"Leaf-miner parasitoid","None",26,522,"Butterfly watching","I",2
"E","Emp",397,"Leaf-miner parasitoid","None",26,495,"Crop damage","I",2
"E","Emp",397,"Leaf-miner parasitoid","None",26,495,"Bird watching","I",2
"E","Emp",397,"Leaf-miner parasitoid","None",26,497,"Crop damage","I",2
"E","Emp",397,"Leaf-miner parasitoid","None",26,497,"Bird watching","I",2
"E","Emp",397,"Leaf-miner parasitoid","None",26,498,"Crop damage","I",2
"E","Emp",397,"Leaf-miner parasitoid","None",26,498,"Bird watching","I",2
"E","Emp",397,"Leaf-miner parasitoid","None",26,499,"Crop damage","I",2
"E","Emp",397,"Leaf-miner parasitoid","None",26,499,"Seed dispersal","I",2
"E","Emp",397,"Leaf-miner parasitoid","None",26,499,"Bird watching","I",2
"E","Emp",397,"Leaf-miner parasitoid","None",26,500,"Crop damage","I",2
"E","Emp",397,"Leaf-miner parasitoid","None",26,500,"Seed dispersal","I",2
"E","Emp",397,"Leaf-miner parasitoid","None",26,501,"Crop damage","I",2
"E","Emp",397,"Leaf-miner parasitoid","None",26,501,"Seed dispersal","I",2
"E","Emp",397,"Leaf-miner parasitoid","None",26,501,"Bird watching","I",2
"E","Emp",397,"Leaf-miner parasitoid","None",26,502,"Crop damage","I",2
"E","Emp",397,"Leaf-miner parasitoid","None",26,502,"Seed dispersal","I",2
"E","Emp",397,"Leaf-miner parasitoid","None",26,504,"Crop damage","I",2
"E","Emp",397,"Leaf-miner parasitoid","None",26,504,"Seed dispersal","I",2
"E","Emp",397,"Leaf-miner parasitoid","None",26,505,"Crop damage","I",2
"E","Emp",397,"Leaf-miner parasitoid","None",26,212,"Pollination","I",2
"E","Emp",397,"Leaf-miner parasitoid","None",26,295,"Pollination","I",2
"E","Emp",397,"Leaf-miner parasitoid","None",26,457,"Pest control","I",2
"E","Emp",397,"Leaf-miner parasitoid","None",26,248,"Pollination","I",2
"E","Emp",397,"Leaf-miner parasitoid","None",26,303,"Pollination","I",2
"E","Emp",397,"Leaf-miner parasitoid","None",26,101,"Pollination","I",2
"E","Emp",397,"Leaf-miner parasitoid","None",26,195,"Pollination","I",2
"E","Emp",397,"Leaf-miner parasitoid","None",26,335,"Pollination","I",2
"E","Emp",397,"Leaf-miner parasitoid","None",26,247,"Pollination","I",2
"E","Emp",397,"Leaf-miner parasitoid","None",26,231,"Pollination","I",2
"E","Emp",397,"Leaf-miner parasitoid","None",26,305,"Pollination","I",2
"E","Emp",397,"Leaf-miner parasitoid","None",26,276,"Pollination","I",2
"E","Emp",397,"Leaf-miner parasitoid","None",26,234,"Pollination","I",2
"E","Emp",397,"Leaf-miner parasitoid","None",26,138,"Pollination","I",2
"E","Emp",397,"Leaf-miner parasitoid","None",26,283,"Pollination","I",2
"E","Emp",397,"Leaf-miner parasitoid","None",26,277,"Pollination","I",2
"E","Emp",397,"Leaf-miner parasitoid","None",26,150,"Pollination","I",2
"E","Emp",397,"Leaf-miner parasitoid","None",26,222,"Pollination","I",2
"E","Emp",397,"Leaf-miner parasitoid","None",26,308,"Pollination","I",2
"E","Emp",397,"Leaf-miner parasitoid","None",26,293,"Pollination","I",2
"E","Emp",397,"Leaf-miner parasitoid","None",26,313,"Pollination","I",2
