"species_name","habitat","abundance"
"12BFLY.Large Skipper","LP",35
"12BFLY.Large Skipper","RG",5
"12BFLY.Large White","CP",103
"12BFLY.Large White","GM",17
"12BFLY.Large White","LP",35
"12BFLY.Large White","MH",15
"12BFLY.Large White","RG",9
"12BFLY.Meadow Brown","CP",943
"12BFLY.Meadow Brown","GM",664
"12BFLY.Meadow Brown","LP",1827
"12BFLY.Meadow Brown","MH",177
"12BFLY.Meadow Brown","NH",8
"12BFLY.Meadow Brown","PP",996
"12BFLY.Meadow Brown","RG",69
"12BFLY.Meadow Brown","SF",25
"12BFLY.Painted Lady","PP",47
"12BFLY.Peacock","CP",111
"12BFLY.Peacock","GM",50
"12BFLY.Peacock","LP",35
"12BFLY.Peacock","MH",46
"12BFLY.Peacock","NH",1
"12BFLY.Peacock","PP",47
"12BFLY.Peacock","RG",9
"12BFLY.Peacock","WD",8
"12BFLY.Red Admiral","GM",8
"12BFLY.Red Admiral","MH",25
"12BFLY.Red Admiral","RG",5
"12BFLY.Ringlet","GM",17
"12BFLY.Ringlet","NH",1
"12BFLY.Small Skipper","CP",84
"12BFLY.Small Skipper","GM",25
"12BFLY.Small copper","CP",11
"12BFLY.Small copper","GM",25
"12BFLY.Small copper","LP",35
"12BFLY.Small tortoiseshell","CP",27
"12BFLY.Small tortoiseshell","GM",42
"12BFLY.Small tortoiseshell","MH",5
"12BFLY.Small tortoiseshell","RG",5
"12BFLY.Small white","CP",160
"12BFLY.Small white","GM",8
"12BFLY.Small white","LP",105
"12BFLY.Small white","MH",10
"12BFLY.Small white","PP",47
"12BFLY.Small white","RG",37
"12BFLY.Small white","WD",8
"12BFLY.Speckled wood","GM",8
"12BFLY.Speckled wood","MH",5
"12BFLY.Speckled wood","RG",14
"13SFPARA.Aprostocetus sp","RG",1105
"13SFPARA.Bracon immutator","RG",1105
"13SFPARA.Bracon osculator","RG",552
"13SFPARA.Bracon praecox","GM",2057
"13SFPARA.Crataepus marbis","RG",3314
"13SFPARA.Eurytoma sp A","RG",552
"13SFPARA.Eurytoma sp B","RG",552
"13SFPARA.Mesopolobus incultus","CP",6333
"13SFPARA.Mesopolobus incultus","GM",53470
"13SFPARA.Mesopolobus incultus","LP",35692
"13SFPARA.Mesopolobus incultus","PP",304049
"13SFPARA.Pterandrophysalis levantina","RG",1105
"13SFPARA.Pteromalus albipennis","PP",24653
"13SFPARA.Pteromalus beryllii","MH",1167
"13SFPARA.Pteromalus elevatus","RG",1105
"13SFPARA.Pteromalus sequester-group","RG",1657
"13SFPARA.Spintherus dubius","CP",6333
"13SFPARA.Spintherus dubius","GM",10283
"13SFPARA.Spintherus dubius","PP",8218
"13SFPARA.Spintherus dubius","RG",16569
"13SFPARA.Triaspis floricola","RG",2209
"13SFPARA.Trichomalus campestris","GM",10283
"13SFPARA.Trichomalus campestris","PP",82175
"13SFPARA.Trichomalus rufinus","GM",59640
"13SFPARA.Trichomalus rufinus","PP",16435
"14FLEA.Amalaraeus penicilliger mustelae","MH",138
"14FLEA.Amalaraeus penicilliger mustelae","NH",6
"14FLEA.Amalaraeus penicilliger mustelae","RG",3
"14FLEA.Amalaraeus penicilliger mustelae","WD",97
"14FLEA.Ctenophthalmus nobilis vulgaris","GM",3
"14FLEA.Ctenophthalmus nobilis vulgaris","MH",79
"14FLEA.Ctenophthalmus nobilis vulgaris","NH",7
"14FLEA.Ctenophthalmus nobilis vulgaris","RG",3
"14FLEA.Ctenophthalmus nobilis vulgaris","WD",72
"14FLEA.Hystrichopsylla talpae talpae","MH",22
"14FLEA.Hystrichopsylla talpae talpae","NH",6
"14FLEA.Hystrichopsylla talpae talpae","WD",6
"14FLEA.Ixodes trianguliceps","MH",27
"14FLEA.Ixodes trianguliceps","RG",6
"14FLEA.Ixodes trianguliceps","WD",6
"14FLEA.Megabothris turbidus","GM",3
"14FLEA.Megabothris turbidus","MH",23
"14FLEA.Megabothris turbidus","RG",11
"14FLEA.Megabothris turbidus","WD",15
"14FLEA.Nosopsyllus fasciatus","GM",3
"14FLEA.Palaeopsylla minor","MH",13
"14FLEA.Palaeopsylla soricis soricis","WD",6
"15FVOTHER.Agriotes pallidulus","MH",39
"15FVOTHER.Anapausis soluta","RG",50
"15FVOTHER.Anthocomus fasciatus","MH",39
"15FVOTHER.Anthomyia liturata","RG",99
"15FVOTHER.Anthomyia pluvialis","NL",605
"15FVOTHER.Anthomyza gracilis","RG",50
"15FVOTHER.Anthophila fabriciana","MH",39
"15FVOTHER.Anthophila fabriciana","RG",99
"15FVOTHER.Aprostocetus sp","LP",476
"15FVOTHER.Asecodes coronis","PP",2589
"15FVOTHER.Authonomus rubi","RG",50
"15FVOTHER.Azelia cilipes","RG",99
"15FVOTHER.Azelia zetterstedtii","MH",20
"15FVOTHER.Bicellaria vana","MH",39
"15FVOTHER.Bicellaria varia","MH",39
"15FVOTHER.Botanophila fugax","CP",771
"15FVOTHER.Botanophila fugax","NH",13
"15FVOTHER.Botanophila striolata","LP",476
"15FVOTHER.Botanophila striolata","MH",39
"15FVOTHER.Botanophila striolata","NH",9
"15FVOTHER.Botanophila striolata","PP",1479
"15FVOTHER.Botanophila striolata","RG",99
"15FVOTHER.Brachypterus urticae","RG",99
"15FVOTHER.Bracon sp","CP",1473
"15FVOTHER.Bracon sp","GM",19
"15FVOTHER.Bracon sp","MH",59
"15FVOTHER.Bruchus rufimanus","CP",2778
"15FVOTHER.Calliphora vomitoria","NH",7
"15FVOTHER.Cantharis decipiens","MH",20
"15FVOTHER.Cecidomyiidae sp","GM",370
"15FVOTHER.Centrorhynchus obstrictus","CP",1801
"15FVOTHER.Cephus pygmaeus","CP",748
"15FVOTHER.Cephus pygmaeus","MH",20
"15FVOTHER.Cephus pygmaeus","NH",9
"15FVOTHER.Cephus pygmaeus","RG",50
"15FVOTHER.Ceraphron trissacantha","CP",720
"15FVOTHER.Cetema elongata","CP",720
"15FVOTHER.Chorebus sp","RG",99
"15FVOTHER.Chorebus sp nov","PP",1479
"15FVOTHER.Chromatomyia nigra","RG",50
"15FVOTHER.Chrysopilus asiliformis","NH",9
"15FVOTHER.Chrysotus sp","CP",720
"15FVOTHER.Chrysotus sp","MH",39
"15FVOTHER.Chrysotus sp","PP",1109
"15FVOTHER.Chrysotus sp","RG",149
"15FVOTHER.Chrysotus sp","WD",75
"15FVOTHER.Coccinella septempunctata","MH",39
"15FVOTHER.Coenosia tigrina","RG",50
"15FVOTHER.Copromyza similes","MH",39
"15FVOTHER.Crossopalpus sp","MH",39
"15FVOTHER.Dacnusa (maculipes)","GM",19
"15FVOTHER.Demetrias atricapillus","NL",605
"15FVOTHER.Desmometopa sp","CP",748
"15FVOTHER.Dicraeus tibialis","GM",19
"15FVOTHER.Dicraeus vagans","RG",398
"15FVOTHER.Diospilus capito","CP",720
"15FVOTHER.Diplonevra sp","LP",476
"15FVOTHER.Diplonevra sp","PP",1109
"15FVOTHER.Diplonevra sp","RG",50
"15FVOTHER.Dolerus haematodes","NH",7
"15FVOTHER.Dolichopus festivus","CP",2778
"15FVOTHER.Dolichopus festivus","GM",19
"15FVOTHER.Dolichopus festivus","RG",50
"15FVOTHER.Dolichopus ungulatus","MH",39
"15FVOTHER.Ectemnius cephalotes","RG",50
"15FVOTHER.Empis (Xanthempis) sp","MH",20
"15FVOTHER.Empis caudatula","MH",39
"15FVOTHER.Empis chioptera","NH",13
"15FVOTHER.Empis nigripes","MH",118
"15FVOTHER.Empis nuntia","CP",696
"15FVOTHER.Endasys sp","MH",39
"15FVOTHER.Epuraea melanocephala","MH",158
"15FVOTHER.Epuraea melanocephala","WD",3132
"15FVOTHER.Fannia serena","MH",20
"15FVOTHER.Fannia sp","CP",748
"15FVOTHER.Fannia sp","GM",19
"15FVOTHER.Fannia sp","MH",59
"15FVOTHER.Fannia sp","RG",199
"15FVOTHER.Formicidae A","RG",50
"15FVOTHER.Gastrophysa viridular","CP",3453
"15FVOTHER.Geomyza tripunctata","LP",952
"15FVOTHER.Halticoptera sp","PP",1479
"15FVOTHER.Helina sp","MH",79
"15FVOTHER.Helina sp","PP",740
"15FVOTHER.Hercostomus parvilamellatus","WD",149
"15FVOTHER.Herina longistylata","NH",7
"15FVOTHER.Heteronychia vagans","RG",50
"15FVOTHER.Hexacola hexatoma","PP",1479
"15FVOTHER.Hydrellia griseola","CP",592
"15FVOTHER.Hydrellia griseola","PP",2219
"15FVOTHER.Hydrellia griseola","RG",199
"15FVOTHER.Hydrellia maura","GM",19
"15FVOTHER.Hydrellia maura","PP",740
"15FVOTHER.Hylemya urbica/variata","LP",476
"15FVOTHER.Hylemya vagans","MH",20
"15FVOTHER.Hylemya vagans","RG",50
"15FVOTHER.Hylemya vagans","WD",298
"15FVOTHER.Hylemya variata","GM",278
"15FVOTHER.Hylemya variata","WD",75
"15FVOTHER.Kleidotoma tetratoma","PP",10354
"15FVOTHER.Kuzinia sp","MH",20
"15FVOTHER.Limnia unguicornis","NH",13
"15FVOTHER.Limnophora triangula","MH",20
"15FVOTHER.Longitarsus sp","CP",720
"15FVOTHER.Lotophila atra","LP",476
"15FVOTHER.Lotophila atra","PP",740
"15FVOTHER.Lucilia caesar","NH",7
"15FVOTHER.Lucilia caesar","RG",99
"15FVOTHER.Malthodes minimus","MH",39
"15FVOTHER.Megaselia sp","GM",19
"15FVOTHER.Metopina sp","CP",1777
"15FVOTHER.Metopina sp","GM",370
"15FVOTHER.Metopina sp","NH",39
"15FVOTHER.Metopina sp","PP",7766
"15FVOTHER.Microchrysa polita","NH",13
"15FVOTHER.Microphor anomalus","MH",20
"15FVOTHER.Micropterix calthella","GM",833
"15FVOTHER.Miscogaster maculata","MH",20
"15FVOTHER.Norellisoma spinimanum","GM",19
"15FVOTHER.Omphalapion hookerorum","CP",696
"15FVOTHER.Ophiomyia sp","MH",39
"15FVOTHER.Opomyza germinationis","CP",696
"15FVOTHER.Opomyza germinationis","PP",1479
"15FVOTHER.Opomyza germinationis","RG",50
"15FVOTHER.Opomyza petrei","RG",50
"15FVOTHER.Oscinella cariciphila","GM",19
"15FVOTHER.Oscinella cariciphila","RG",99
"15FVOTHER.Oscinella frit","CP",2161
"15FVOTHER.Oscinella frit","GM",278
"15FVOTHER.Oscinella frit","LP",476
"15FVOTHER.Oscinella frit","NH",26
"15FVOTHER.Oscinella hortensis","NH",13
"15FVOTHER.Oscinella nigerrima","RG",50
"15FVOTHER.Oscinella nitidissima","GM",297
"15FVOTHER.Oscinella nitidissima","NH",48
"15FVOTHER.Oscinella nitidissima","PP",740
"15FVOTHER.Oscinella nitidissima","RG",50
"15FVOTHER.Pegoplata aestiva or Adia cinerella","CP",5862
"15FVOTHER.Pegoplata aestiva or Adia cinerella","GM",19
"15FVOTHER.Pegoplata aestiva or Adia cinerella","LP",11904
"15FVOTHER.Pegoplata aestiva or Adia cinerella","MH",138
"15FVOTHER.Pegoplata aestiva or Adia cinerella","NL",11494
"15FVOTHER.Pegoplata aestiva or Adia cinerella","PP",9615
"15FVOTHER.Pegoplata aestiva or Adia cinerella","RG",845
"15FVOTHER.Pegoplata aestiva or Adia cinerella","SF",1150
"15FVOTHER.Pegoplata depilis","MH",20
"15FVOTHER.Pegoplata infirma","RG",348
"15FVOTHER.Phaenocarpa (ruficeps)","MH",39
"15FVOTHER.Phaonia lasiophthalma","MH",39
"15FVOTHER.Phradis morionellus","CP",720
"15FVOTHER.Phyllobius virideaeris","GM",833
"15FVOTHER.Phyllonorycter sp","NH",7
"15FVOTHER.Phyllonorycter sp","RG",99
"15FVOTHER.Phytomyza cineracea","RG",99
"15FVOTHER.Phytomyza notata","LP",476
"15FVOTHER.Pimpla contemplator","MH",39
"15FVOTHER.Pionini sp","RG",50
"15FVOTHER.Plagiatrochus sp","MH",39
"15FVOTHER.Psallinae sp","LP",476
"15FVOTHER.Psocoptera sp","NH",7
"15FVOTHER.Psychodidae sp","MH",20
"15FVOTHER.Psyllidae sp","MH",20
"15FVOTHER.Pteromalidae","LP",476
"15FVOTHER.Pteromalidae","MH",20
"15FVOTHER.Pteromalidae","RG",50
"15FVOTHER.Rhagio notatus","PP",740
"15FVOTHER.Rhinophora lepida","MH",158
"15FVOTHER.Rhinophora lepida","RG",99
"15FVOTHER.Rhoptromeris heptoma","PP",7396
"15FVOTHER.Rhoptromeris rufiventris","PP",1479
"15FVOTHER.Saltella sphondylii","LP",476
"15FVOTHER.Scaptomyza flava","CP",666
"15FVOTHER.Scatopsidae sp","CP",720
"15FVOTHER.Scatopsidae sp","MH",20
"15FVOTHER.Scatopsidae sp","PP",4437
"15FVOTHER.Scatopsidae sp","RG",199
"15FVOTHER.Sepsis cynipsea or neocynipsea","LP",952
"15FVOTHER.Sepsis cynipsea or neocynipsea","MH",20
"15FVOTHER.Sepsis flavimana","MH",79
"15FVOTHER.Sepsis orthocnemis","RG",99
"15FVOTHER.Sepsis violacea","RG",50
"15FVOTHER.Simulium sp","RG",50
"15FVOTHER.Sitona puncticollis","LP",2409
"15FVOTHER.Stenodiplosis sp","RG",99
"15FVOTHER.Stenomalina sp","LP",2409
"15FVOTHER.Sussaba cognata","MH",39
"15FVOTHER.Tersilochus sp","NH",13
"15FVOTHER.Tetramesa sp","CP",748
"15FVOTHER.Tetramesa sp","RG",50
"15FVOTHER.Thaumatomyia glabra","RG",99
"15FVOTHER.Theroscopus sp","MH",39
"15FVOTHER.Tiphia minuta","RG",149
"15FVOTHER.Torymus sp","NH",7
"15FVOTHER.Tricimba cincta","RG",50
"15FVOTHER.Triphleba sp","NH",13
"15FVOTHER.Triphleba sp","PP",1109
"15FVOTHER.Trybliographa erythrocera","MH",39
