"node_name","node_id","taxon"
"06MINERPARA.Bracon sp",221,"Leaf-miner parasitoid"
"06MINERPARA.Campoplex sp",222,"Leaf-miner parasitoid"
"06MINERPARA.Chelonus scabrosus",223,"Leaf-miner parasitoid"
"06MINERPARA.Chelonus sp",224,"Leaf-miner parasitoid"
"06MINERPARA.Chelonus sp aff rimatus",225,"Leaf-miner parasitoid"
"06MINERPARA.Chorebus A",226,"Leaf-miner parasitoid"
"06MINERPARA.Chorebus B",227,"Leaf-miner parasitoid"
"06MINERPARA.Chorebus C",228,"Leaf-miner parasitoid"
"06MINERPARA.Chorebus E",229,"Leaf-miner parasitoid"
"06MINERPARA.Chorebus amasis",230,"Leaf-miner parasitoid"
"06MINERPARA.Chorebus aphantus",231,"Leaf-miner parasitoid"
"06MINERPARA.Chorebus fallaciosae",232,"Leaf-miner parasitoid"
"06MINERPARA.Chorebus lateralis",233,"Leaf-miner parasitoid"
"06MINERPARA.Chorebus leptogaster",234,"Leaf-miner parasitoid"
"06MINERPARA.Chorebus tanis",235,"Leaf-miner parasitoid"
"06MINERPARA.Chrysocharis chilo",236,"Leaf-miner parasitoid"
"06MINERPARA.Chrysocharis laomedon",237,"Leaf-miner parasitoid"
"06MINERPARA.Chrysocharis orbicularis",238,"Leaf-miner parasitoid"
"06MINERPARA.Chrysocharis pentheus",239,"Leaf-miner parasitoid"
"06MINERPARA.Chrysocharis polyzo",240,"Leaf-miner parasitoid"
"06MINERPARA.Chrysocharis prodice",241,"Leaf-miner parasitoid"
"06MINERPARA.Chrysocharis pubicornis",242,"Leaf-miner parasitoid"
"06MINERPARA.Chrysocharis viridis",243,"Leaf-miner parasitoid"
"06MINERPARA.Cirrospilus diallus",244,"Leaf-miner parasitoid"
"06MINERPARA.Cirrospilus lyncus",245,"Leaf-miner parasitoid"
"06MINERPARA.Cirrospilus vittatus",246,"Leaf-miner parasitoid"
"06MINERPARA.Colastes braconius",247,"Leaf-miner parasitoid"
"06MINERPARA.Colastes sp aff braconius",248,"Leaf-miner parasitoid"
"06MINERPARA.Coloneura (ate)",249,"Leaf-miner parasitoid"
"06MINERPARA.Cyrtogaster vulgaris",250,"Leaf-miner parasitoid"
"06MINERPARA.Dacnusa adducta",251,"Leaf-miner parasitoid"
"06MINERPARA.Dacnusa areolaris",252,"Leaf-miner parasitoid"
"06MINERPARA.Dacnusa laevipectus",253,"Leaf-miner parasitoid"
"06MINERPARA.Dacnusa macrospila",254,"Leaf-miner parasitoid"
"06MINERPARA.Dacnusa maculipes/confinis",255,"Leaf-miner parasitoid"
"06MINERPARA.Dacnusa tarsalis",256,"Leaf-miner parasitoid"
"06MINERPARA.Dacnusa temula",257,"Leaf-miner parasitoid"
"06MINERPARA.Dapsilarthra rufiventris",258,"Leaf-miner parasitoid"
"06MINERPARA.Desmiostoma parvulum",259,"Leaf-miner parasitoid"
"06MINERPARA.Diadegma crataegi",260,"Leaf-miner parasitoid"
"06MINERPARA.Diglyphus chabrias",261,"Leaf-miner parasitoid"
"06MINERPARA.Diglyphus isaea",262,"Leaf-miner parasitoid"
"06MINERPARA.Epiclerus temenus",263,"Leaf-miner parasitoid"
"06MINERPARA.Eulophinae sp",264,"Leaf-miner parasitoid"
"06MINERPARA.Exotela cyclogaster",265,"Leaf-miner parasitoid"
"06MINERPARA.Exotela flavicoxa",266,"Leaf-miner parasitoid"
"06MINERPARA.Exotela gilvipes",267,"Leaf-miner parasitoid"
"06MINERPARA.Exotela spinifer",268,"Leaf-miner parasitoid"
"06MINERPARA.Forsterella sp",269,"Leaf-miner parasitoid"
"06MINERPARA.Gelis anthracinus",270,"Leaf-miner parasitoid"
"06MINERPARA.Gelis bicolor",271,"Leaf-miner parasitoid"
"06MINERPARA.Hemiptarsenus dropion",272,"Leaf-miner parasitoid"
"06MINERPARA.Hemiptarsenus fulvicollis",273,"Leaf-miner parasitoid"
"06MINERPARA.Hemiptarsenus unguicellus",274,"Leaf-miner parasitoid"
"06MINERPARA.Ionympha carne",275,"Leaf-miner parasitoid"
"06MINERPARA.Microgastrinae sp",276,"Leaf-miner parasitoid"
"06MINERPARA.Miscogaster hortensis",277,"Leaf-miner parasitoid"
"06MINERPARA.Miscogaster maculata",278,"Leaf-miner parasitoid"
"06MINERPARA.Opiinae sp",279,"Leaf-miner parasitoid"
"06MINERPARA.Opius s.s.",280,"Leaf-miner parasitoid"
"06MINERPARA.Opius s.s. lugens",281,"Leaf-miner parasitoid"
"06MINERPARA.Opius sp",282,"Leaf-miner parasitoid"
"06MINERPARA.Pediobius acantha",283,"Leaf-miner parasitoid"
"06MINERPARA.Phaedrotoma exigua",284,"Leaf-miner parasitoid"
"06MINERPARA.Phaedrotoma variegata",285,"Leaf-miner parasitoid"
"06MINERPARA.Pnigalio soemius",286,"Leaf-miner parasitoid"
"06MINERPARA.Seladerma diffine",287,"Leaf-miner parasitoid"
"06MINERPARA.Seladerma tarsale",288,"Leaf-miner parasitoid"
"06MINERPARA.Sympiesis gordius",289,"Leaf-miner parasitoid"
"06MINERPARA.Sympiesis sericeicornis",290,"Leaf-miner parasitoid"
"06MINERPARA.Synopeas rhanis",291,"Leaf-miner parasitoid"
"06MINERPARA.Torymus sp",292,"Leaf-miner parasitoid"
"07SEEDINVERT.Blastodacna hellerella",293,"Seed-feeding insect"
"07SEEDINVERT.Bruchidius varius",294,"Seed-feeding insect"
"07SEEDINVERT.Bruchophagus gibbus",295,"Seed-feeding insect"
"07SEEDINVERT.Curtonotus aulicus",296,"Seed-feeding insect"
"07SEEDINVERT.Olibrus aeneus",297,"Seed-feeding insect"
"07SEEDINVERT.Oxystoma pomonae",298,"Seed-feeding insect"
"07SEEDINVERT.Protapion apricans",299,"Seed-feeding insect"
"07SEEDINVERT.Protapion assimile",300,"Seed-feeding insect"
"07SEEDINVERT.Protapion fulvipes",301,"Seed-feeding insect"
"07SEEDINVERT.Protapion nigritarse",302,"Seed-feeding insect"
"07SEEDINVERT.Protapion trifolii",303,"Seed-feeding insect"
"07SEEDINVERT.Protapion varipes",304,"Seed-feeding insect"
"07SEEDINVERT.Rhinocyllus conicus",305,"Seed-feeding insect"
"07SEEDINVERT.Sitona lineatus",306,"Seed-feeding insect"
"07SEEDINVERT.Sitona sulcifrons",307,"Seed-feeding insect"
"07SEEDINVERT.Terellia longicauda",308,"Seed-feeding insect"
"07SEEDINVERT.Terellia ruficauda",309,"Seed-feeding insect"
"07SEEDINVERT.Terellia serratulae",310,"Seed-feeding insect"
"07SEEDINVERT.Urophora stylata",311,"Seed-feeding insect"
"08BIRD.Alauda arvensis",312,"Seed-feeding bird"
"08BIRD.Alectoris rufa",313,"Seed-feeding bird"
"08BIRD.Carduelis cannabina",314,"Seed-feeding bird"
"08BIRD.Carduelis carduelis",315,"Seed-feeding bird"
"08BIRD.Carduelis chloris",316,"Seed-feeding bird"
"08BIRD.Columba palumbus",317,"Seed-feeding bird"
"08BIRD.Corvus frugilegus",318,"Seed-feeding bird"
"08BIRD.Corvus monedula",319,"Seed-feeding bird"
"08BIRD.Emberiza citrinella",320,"Seed-feeding bird"
"08BIRD.Fringilla coelebs",321,"Seed-feeding bird"
"08BIRD.Passer domesticus",322,"Seed-feeding bird"
"08BIRD.Streptopelia decaocto",323,"Seed-feeding bird"
"09MAMMAL.Apodemus.flavicollis",324,"Seed-feeding rodent"
"09MAMMAL.Apodemus.sylvaticus",325,"Seed-feeding rodent"
"09MAMMAL.Micromys.minutus",326,"Seed-feeding rodent"
"09MAMMAL.Myodes.glareolus",327,"Seed-feeding rodent"
"12BFLY.Comma",328,"Butterfly"
"12BFLY.Common blue",329,"Butterfly"
"12BFLY.Gatekeeper",330,"Butterfly"
"12BFLY.Green-veined White",331,"Butterfly"
"12BFLY.Large Skipper",332,"Butterfly"
"12BFLY.Large White",333,"Butterfly"
"12BFLY.Meadow Brown",334,"Butterfly"
"12BFLY.Painted Lady",335,"Butterfly"
"12BFLY.Peacock",336,"Butterfly"
"12BFLY.Red Admiral",337,"Butterfly"
"12BFLY.Ringlet",338,"Butterfly"
"12BFLY.Small Skipper",339,"Butterfly"
"12BFLY.Small copper",340,"Butterfly"
"12BFLY.Small tortoiseshell",341,"Butterfly"
"12BFLY.Small white",342,"Butterfly"
"12BFLY.Speckled wood",343,"Butterfly"
"13SFPARA.Aprostocetus sp",344,"Insect seed-feeder parasitoid"
"13SFPARA.Bracon immutator",345,"Insect seed-feeder parasitoid"
"13SFPARA.Bracon osculator",346,"Insect seed-feeder parasitoid"
"13SFPARA.Bracon praecox",347,"Insect seed-feeder parasitoid"
"13SFPARA.Crataepus marbis",348,"Insect seed-feeder parasitoid"
"13SFPARA.Eurytoma sp A",349,"Insect seed-feeder parasitoid"
"13SFPARA.Eurytoma sp B",350,"Insect seed-feeder parasitoid"
"13SFPARA.Mesopolobus incultus",351,"Insect seed-feeder parasitoid"
"13SFPARA.Pterandrophysalis levantina",352,"Insect seed-feeder parasitoid"
"13SFPARA.Pteromalus albipennis",353,"Insect seed-feeder parasitoid"
"13SFPARA.Pteromalus beryllii",354,"Insect seed-feeder parasitoid"
"13SFPARA.Pteromalus elevatus",355,"Insect seed-feeder parasitoid"
"13SFPARA.Pteromalus sequester-group",356,"Insect seed-feeder parasitoid"
"13SFPARA.Spintherus dubius",357,"Insect seed-feeder parasitoid"
"13SFPARA.Triaspis floricola",358,"Insect seed-feeder parasitoid"
"13SFPARA.Trichomalus campestris",359,"Insect seed-feeder parasitoid"
"13SFPARA.Trichomalus rufinus",360,"Insect seed-feeder parasitoid"
"14FLEA.Amalaraeus penicilliger mustelae",361,"Rodent ectoparasite"
"14FLEA.Ctenophthalmus nobilis vulgaris",362,"Rodent ectoparasite"
"14FLEA.Hystrichopsylla talpae talpae",363,"Rodent ectoparasite"
"14FLEA.Ixodes trianguliceps",364,"Rodent ectoparasite"
"14FLEA.Megabothris turbidus",365,"Rodent ectoparasite"
"14FLEA.Nosopsyllus fasciatus",366,"Rodent ectoparasite"
"14FLEA.Palaeopsylla minor",367,"Rodent ectoparasite"
"14FLEA.Palaeopsylla soricis soricis",368,"Rodent ectoparasite"
"15FVOTHER.Agriotes pallidulus",369,"Flower-visiting others"
"15FVOTHER.Alysiinae sp",370,"Flower-visiting others"
"15FVOTHER.Anapausis soluta",371,"Flower-visiting others"
"15FVOTHER.Anaspis maculata",372,"Flower-visiting others"
"15FVOTHER.Anaspis pulicaria",373,"Flower-visiting others"
"15FVOTHER.Anthocomus fasciatus",374,"Flower-visiting others"
"15FVOTHER.Anthomyia liturata",375,"Flower-visiting others"
"15FVOTHER.Anthomyia pluvialis",376,"Flower-visiting others"
"15FVOTHER.Anthomyza gracilis",377,"Flower-visiting others"
"15FVOTHER.Anthophila fabriciana",378,"Flower-visiting others"
"15FVOTHER.Aprostocetus sp",379,"Flower-visiting others"
"15FVOTHER.Asecodes coronis",380,"Flower-visiting others"
"15FVOTHER.Authonomus rubi",381,"Flower-visiting others"
"15FVOTHER.Azelia cilipes",382,"Flower-visiting others"
"15FVOTHER.Azelia zetterstedtii",383,"Flower-visiting others"
"15FVOTHER.Bellardia pandia",384,"Flower-visiting others"
"15FVOTHER.Bicellaria vana",385,"Flower-visiting others"
"15FVOTHER.Bicellaria varia",386,"Flower-visiting others"
"15FVOTHER.Botanophila fugax",387,"Flower-visiting others"
"15FVOTHER.Botanophila striolata",388,"Flower-visiting others"
"15FVOTHER.Brachypterus urticae",389,"Flower-visiting others"
"15FVOTHER.Bracon sp",390,"Flower-visiting others"
"15FVOTHER.Bruchus rufimanus",391,"Flower-visiting others"
"15FVOTHER.Byturus tomentosus",392,"Flower-visiting others"
"15FVOTHER.Calliphora vicina",393,"Flower-visiting others"
"15FVOTHER.Calliphora vomitoria",394,"Flower-visiting others"
"15FVOTHER.Cantharis decipiens",395,"Flower-visiting others"
"15FVOTHER.Cantharis lateralis",396,"Flower-visiting others"
"15FVOTHER.Cantharis nigra",397,"Flower-visiting others"
"15FVOTHER.Cecidomyiidae sp",398,"Flower-visiting others"
"15FVOTHER.Centrorhynchus obstrictus",399,"Flower-visiting others"
"15FVOTHER.Cephus pygmaeus",400,"Flower-visiting others"
"15FVOTHER.Ceraphron trissacantha",401,"Flower-visiting others"
"15FVOTHER.Cetema elongata",402,"Flower-visiting others"
"15FVOTHER.Chloromyia formosa",403,"Flower-visiting others"
"15FVOTHER.Chlorops hypostigma",404,"Flower-visiting others"
"15FVOTHER.Chlorops pumilionis",405,"Flower-visiting others"
"15FVOTHER.Chorebus sp",406,"Flower-visiting others"
"15FVOTHER.Chorebus sp nov",407,"Flower-visiting others"
"15FVOTHER.Chromatomyia nigra",408,"Flower-visiting others"
"15FVOTHER.Chrysopilus asiliformis",409,"Flower-visiting others"
"15FVOTHER.Chrysotus sp",410,"Flower-visiting others"
"15FVOTHER.Coccinella septempunctata",411,"Flower-visiting others"
"15FVOTHER.Coenosia tigrina",412,"Flower-visiting others"
"15FVOTHER.Copromyza similes",413,"Flower-visiting others"
"15FVOTHER.Crossopalpus sp",414,"Flower-visiting others"
"15FVOTHER.Dacnusa (maculipes)",415,"Flower-visiting others"
"15FVOTHER.Delia sp",416,"Flower-visiting others"
"15FVOTHER.Demetrias atricapillus",417,"Flower-visiting others"
"15FVOTHER.Desmometopa sp",418,"Flower-visiting others"
"15FVOTHER.Dicraeus tibialis",419,"Flower-visiting others"
"15FVOTHER.Dicraeus vagans",420,"Flower-visiting others"
"15FVOTHER.Dilophus febrilis",421,"Flower-visiting others"
"15FVOTHER.Diospilus capito",422,"Flower-visiting others"
"15FVOTHER.Diplonevra sp",423,"Flower-visiting others"
"15FVOTHER.Dolerus haematodes",424,"Flower-visiting others"
"15FVOTHER.Dolichopus festivus",425,"Flower-visiting others"
"15FVOTHER.Dolichopus ungulatus",426,"Flower-visiting others"
"15FVOTHER.Ectemnius cephalotes",427,"Flower-visiting others"
"15FVOTHER.Empis (Xanthempis) sp",428,"Flower-visiting others"
"15FVOTHER.Empis caudatula",429,"Flower-visiting others"
"15FVOTHER.Empis chioptera",430,"Flower-visiting others"
"15FVOTHER.Empis livida",431,"Flower-visiting others"
"15FVOTHER.Empis nigripes",432,"Flower-visiting others"
"15FVOTHER.Empis nuntia",433,"Flower-visiting others"
"15FVOTHER.Endasys sp",434,"Flower-visiting others"
"15FVOTHER.Epuraea melanocephala",435,"Flower-visiting others"
"15FVOTHER.Eriothrix rufomaculata",436,"Flower-visiting others"
"15FVOTHER.Eudasyphora cyanella",437,"Flower-visiting others"
"15FVOTHER.Fannia serena",438,"Flower-visiting others"
"15FVOTHER.Fannia sp",439,"Flower-visiting others"
"15FVOTHER.Formicidae A",440,"Flower-visiting others"
"15FVOTHER.Formicidae B",441,"Flower-visiting others"
"15FVOTHER.Gastrophysa viridular",442,"Flower-visiting others"
"15FVOTHER.Geomyza tripunctata",443,"Flower-visiting others"
"15FVOTHER.Glyphipterix simpliciella",444,"Flower-visiting others"
"15FVOTHER.Grammoptera ruficornis",445,"Flower-visiting others"
"15FVOTHER.Halticoptera sp",446,"Flower-visiting others"
"15FVOTHER.Helina sp",447,"Flower-visiting others"
"15FVOTHER.Hemicrepidius hirtus",448,"Flower-visiting others"
"15FVOTHER.Hercostomus parvilamellatus",449,"Flower-visiting others"
"15FVOTHER.Herina longistylata",450,"Flower-visiting others"
"15FVOTHER.Heteronychia vagans",451,"Flower-visiting others"
"15FVOTHER.Hexacola hexatoma",452,"Flower-visiting others"
"15FVOTHER.Hydrellia griseola",453,"Flower-visiting others"
"15FVOTHER.Hydrellia maura",454,"Flower-visiting others"
"15FVOTHER.Hylemya urbica/variata",455,"Flower-visiting others"
"15FVOTHER.Hylemya vagans",456,"Flower-visiting others"
"15FVOTHER.Hylemya variata",457,"Flower-visiting others"
"15FVOTHER.Ichneumonidae",458,"Flower-visiting others"
"15FVOTHER.Kleidotoma tetratoma",459,"Flower-visiting others"
"15FVOTHER.Kuzinia sp",460,"Flower-visiting others"
"15FVOTHER.Limnia unguicornis",461,"Flower-visiting others"
